name,id,url,source,download_format,sf_compatible,browser_compatible,spatial_filtering,temporal_filtering,NEW_PROVIDER,NEW_PROVIDER_TYPE,provider_name,provider_type,environment,spatial_filtering_clean,temporal_filtering_clean,sf_compatible_clean,Cefas_holding_id_name,Cefas_holding_ID,Second level,Third Level,Fourth Level,Unnamed: 22,spatial_filter_type,epsg_code
Anglian Water Appointed Water Supply Boundary,aw_supply_boundary,https://services-eu1.arcgis.com/XxS6FebPX29TRGDJ/arcgis/rest/services/Anglian_Water_Appointed_Water_Supply_Boundary/FeatureServer/0/query?outFields=*&where=1%3D1&f=geojson,https://www.streamwaterdata.co.uk/maps/8be67009c67c488687ff47a7209a4661,geojson,T,T,F,F,STREAM,Industry,Stream,Industry,Freshwater,No,No,Yes,,,,,,,,
Anglian Water Sewer Catchment Boundaries,aw_sewer_catchments,https://services-eu1.arcgis.com/XxS6FebPX29TRGDJ/arcgis/rest/services/Anglian_Water_Sewerage_Catchments/FeatureServer/0/query?outFields=*&where=1%3D1&f=geojson,https://www.streamwaterdata.co.uk/search?collection=dataset&source=Anglian%2520Water%2520Services,geojson,T,T,F,F,STREAM,Industry,Stream,Industry,Freshwater,No,No,Yes,,,,,,,,
Anglian Water Storm Overflow Activity ,an_storm_overflow,https://services3.arcgis.com/VCOY1atHWVcDlvlJ/arcgis/rest/services/stream_service_outfall_locations_view/FeatureServer/0/query?outFields=*&where=1%3D1&f=geojson,https://www.streamwaterdata.co.uk/datasets/333c5c0600f94757b134b276ac4ad8b0_0/about,geojson,T,T,F,F,STREAM,Industry,Stream,Industry,Freshwater,No,No,Yes,,,,,,,,
Northumbrian Water Storm Overflow Activity,nn_storm_overflow,https://services-eu1.arcgis.com/MSNNjkZ51iVh8yBj/arcgis/rest/services/Northumbrian_Water_Storm_Overflow_Activity_2_view/FeatureServer/0/query?outFields=*&where=1%3D1&f=geojson,https://www.streamwaterdata.co.uk/datasets/nwg::northumbrian-water-storm-overflow-activity/about,geojson,T,T,F,F,STREAM,Industry,Stream,Industry,Freshwater,No,No,Yes,,,,,,,,
Severn Trent Water Appointed Water Supply Boundaries,stw_supply_boundary,https://services-eu1.arcgis.com/XxS6FebPX29TRGDJ/arcgis/rest/services/Severn_Trent_Water_Appointed_Water_Supply_Boundaries/FeatureServer/0/query?outFields=*&where=1%3D1&f=geojson,https://www.streamwaterdata.co.uk/maps/652d6ff1cd0b4e2991ee2f6b6b98c87d,geojson,T,T,F,F,STREAM,Industry,Stream,Industry,Freshwater,No,No,Yes,,,,,,,,
Severn Trent Water Sewer Catchment Boundaries,stw_sewer_catchments,https://services1.arcgis.com/NO7lTIlnxRMMG9Gw/arcgis/rest/services/Severn_Trent_Water_Sewer_Catchment_Boundaries/FeatureServer/0/query?outFields=*&where=1%3D1&f=geojson,https://www.streamwaterdata.co.uk/maps/fef31783e3d14373bbaa8541fb8de3f1,geojson,T,T,F,F,STREAM,Industry,Stream,Industry,Freshwater,No,No,Yes,,,,,,,,
Severn Trent Water Storm Overflow Activity ,stw_storm_overflow,https://services1.arcgis.com/NO7lTIlnxRMMG9Gw/arcgis/rest/services/Severn_Trent_Water_Storm_Overflow_Activity/FeatureServer/0/query?outFields=*&where=1%3D1&f=geojson,https://www.streamwaterdata.co.uk/datasets/stwmaps::severn-trent-water-storm-overflow-activity/about,geojson,T,T,F,F,STREAM,Industry,Stream,Industry,Freshwater,No,No,Yes,,,,,,,,
South West Water Appointed Wastewater Boundary,sww_wastewater_boundary,https://services-eu1.arcgis.com/XxS6FebPX29TRGDJ/arcgis/rest/services/South_West_Water_Operational_area_(Wastewater)/FeatureServer/0/query?outFields=*&where=1%3D1&f=geojson,https://www.streamwaterdata.co.uk/maps/2d57e787042f49c784559be80e6552ba,geojson,T,T,F,F,STREAM,Industry,Stream,Industry,Freshwater,No,No,Yes,,,,,,,,
South West Water Appointed Water Supply Boundary,sww_supply_boundary,https://services-eu1.arcgis.com/XxS6FebPX29TRGDJ/arcgis/rest/services/South_West_Water_Operational_Area_(Clean)/FeatureServer/0/query?outFields=*&where=1%3D1&f=geojson,https://www.streamwaterdata.co.uk/maps/d4f1a1ca7daa448fb6ae0e855e4562cf,geojson,T,T,F,F,STREAM,Industry,Stream,Industry,Freshwater,No,No,Yes,,,,,,,,
South West Water Storm Overflow Activity,sww_storm_overflow,https://services-eu1.arcgis.com/OMdMOtfhATJPcHe3/arcgis/rest/services/NEH_outlets_PROD/FeatureServer/0/query?outFields=*&where=1%3D1&f=geojson,https://www.streamwaterdata.co.uk/datasets/cabfce76b72a4a278a33d737c0708d42_0/about,geojson,T,T,F,F,STREAM,Industry,Stream,Industry,Freshwater,No,No,Yes,,,,,,,,
Southern Water Appointed Supply Boundary,sw_supply_boundary,https://services-eu1.arcgis.com/XxS6FebPX29TRGDJ/arcgis/rest/services/Southern_Water_Appointed_Supply_Boundary/FeatureServer/0/query?outFields=*&where=1%3D1&f=geojson,https://www.streamwaterdata.co.uk/maps/aa2a0b8662604825a60219f1c34c8e0e,geojson,T,T,F,F,STREAM,Industry,Stream,Industry,Freshwater,No,No,Yes,,,,,,,,
Southern Water Appointed Supply Boundary,sw_supply_boundary,https://services-eu1.arcgis.com/XxS6FebPX29TRGDJ/arcgis/rest/services/Southern_Water_Appointed_Supply_Boundary/FeatureServer/0/query?outFields=*&where=1%3D1&f=geojson,https://www.streamwaterdata.co.uk/datasets/aa2a0b8662604825a60219f1c34c8e0e_0/explore?location=51.023984%2C-0.106868%2C8.57,geojson,T,T,F,F,STREAM,Industry,Stream,Industry,Freshwater,No,No,Yes,,,,,,,,
Southern Water Sewer Catchment Boundaries,sw_sewer_catchments,https://services-eu1.arcgis.com/XxS6FebPX29TRGDJ/arcgis/rest/services/Southern_Water_Sewer_Catchment_Boundaries/FeatureServer/0/query?where=1%3D1&outFields=*&outSR=4326&f=geojson,https://www.streamwaterdata.co.uk/maps/ce5bb7ec36fb4b1fa922c38c8918c270,geojson,T,T,F,F,STREAM,Industry,Stream,Industry,Freshwater,No,No,Yes,,,,,,,,
Southern Water Sewer Catchment Boundaries,sw_sewer_catchments,https://services-eu1.arcgis.com/XxS6FebPX29TRGDJ/arcgis/rest/services/Southern_Water_Sewer_Catchment_Boundaries/FeatureServer/0/query?where=1%3D1&outFields=*&outSR=4326&f=geojson,https://www.streamwaterdata.co.uk/maps/ce5bb7ec36fb4b1fa922c38c8918c270,geojson,T,T,F,F,STREAM,Industry,Stream,Industry,Freshwater,No,No,Yes,,,,,,,,
Southern Water Storm Overflow Activity,sw_storm_overflow,https://services-eu1.arcgis.com/XxS6FebPX29TRGDJ/arcgis/rest/services/Southern_Water_Storm_Overflow_Activity/FeatureServer/0/query?outFields=*&where=1%3D1&f=geojson,https://www.streamwaterdata.co.uk/maps/e45af5111aa943638d6988ba33eb444e,geojson,T,T,F,F,STREAM,Industry,Stream,Industry,Freshwater,No,No,Yes,,,,,,,,
Thames Water Storm Overflow Activity,tw_storm_overflow,https://services2.arcgis.com/g6o32ZDQ33GpCIu3/arcgis/rest/services/Thames_Water_Storm_Overflow_Activity_(Production)_view/FeatureServer/0/query?outFields=*&where=1%3D1&f=geojson,https://www.streamwaterdata.co.uk/datasets/thameswater::thames-water-storm-overflow-activity/about,geojson,T,T,F,F,STREAM,Industry,Stream,Industry,Freshwater,No,No,Yes,,,,,,,,
United Utilities Appointed Wastewater Boundary,uu_wastewater_boundary,https://services-eu1.arcgis.com/XxS6FebPX29TRGDJ/arcgis/rest/services/Wastewater_boundary_polygon/FeatureServer/0/query?outFields=*&where=1%3D1&f=geojson,https://www.streamwaterdata.co.uk/maps/c1c9f37739b94d07b27cf30caddb82de,geojson,T,T,F,F,STREAM,Industry,Stream,Industry,Freshwater,No,No,Yes,,,,,,,,
United Utilities Appointed Water Supply Boundary,uu_supply_boundary,https://services-eu1.arcgis.com/XxS6FebPX29TRGDJ/arcgis/rest/services/CleanWater_LegalBoundary_polygon/FeatureServer/0/query?outFields=*&where=1%3D1&f=geojson,https://www.streamwaterdata.co.uk/maps/67c17f15434f43e4b51b118ea307ca0b,geojson,T,T,F,F,STREAM,Industry,Stream,Industry,Freshwater,No,No,Yes,,,,,,,,
United Utilities Storm Overflow Activity,uu_storm_overflow,https://services5.arcgis.com/5eoLvR0f8HKb7HWP/arcgis/rest/services/United_Utilities_Storm_Overflow_Activity/FeatureServer/0/query?outFields=*&where=1%3D1&f=geojson,https://www.streamwaterdata.co.uk/datasets/8225548a267f4a408c36a91b6e0f5a1c_0/about,geojson,T,T,F,F,STREAM,Industry,Stream,Industry,Freshwater,No,No,Yes,,,,,,,,
Wessex Water Appointed Supply Boundary,ww_supply_boundary,https://services.arcgis.com/3SZ6e0uCvPROr4mS/arcgis/rest/services/Wessex_Water_Appointed_Supply_Boundary_view/FeatureServer/0/query?outFields=*&where=1%3D1&f=geojson,https://www.streamwaterdata.co.uk/search?collection=dataset&q=Wessex%20Water%20Appointed%20Supply%20Boundary,geojson,T,T,F,F,STREAM,Industry,Stream,Industry,Freshwater,No,No,Yes,,,,,,,,
Wessex Water Appointed Wastewater Boundary,ww_wastewater_boundary,https://services.arcgis.com/3SZ6e0uCvPROr4mS/arcgis/rest/services/Wessex_Water_Appointed_Wastewater_Boundary_view/FeatureServer/0/query?outFields=*&where=1%3D1&f=geojson,https://www.streamwaterdata.co.uk/maps/cf554a9d869a4aceaaac8fedd7429bd3,geojson,T,T,F,F,STREAM,Industry,Stream,Industry,Freshwater,No,No,Yes,,,,,,,,
Wessex Water Environmental Water Quality,ww_environmental_water_quality,https://services-eu1.arcgis.com/XxS6FebPX29TRGDJ/arcgis/rest/services/Wessex_Water_water_quality_indicators/FeatureServer/0/query?outFields=*&where=1%3D1&f=geojson,https://www.streamwaterdata.co.uk/datasets/a1597e2d1a40401f9333481762ed58ec_0/about,geojson,T,T,F,F,STREAM,Industry,Stream,Industry,Freshwater,No,No,Yes,,,,,,,,
Wessex Water Storm Overflow Activity,ww_storm_overflow,https://services.arcgis.com/3SZ6e0uCvPROr4mS/arcgis/rest/services/Wessex_Water_Storm_Overflow_Activity/FeatureServer/0/query?outFields=*&where=1%3D1&f=geojson,https://www.streamwaterdata.co.uk/datasets/632885799ff946cd86200f07b7f175fb_0/explore?location=51.098532%2C-2.626903%2C9.05,geojson,T,T,F,F,STREAM,Industry,Stream,Industry,Freshwater,No,No,Yes,,,,,,,,
Yorkshire Water Appointed Wastewater Boundaries,yw_wastewater_boundary,https://services-eu1.arcgis.com/1WqkK5cDKUbF0CkH/arcgis/rest/services/Yorkshire%20Water%20Appointed%20Wastewater%20Boundaries/FeatureServer/0/query?outFields=*&where=1%3D1&f=geojson,https://www.streamwaterdata.co.uk/maps/7135e9067efb4804971215a0ff7fb30c,geojson,T,T,F,F,STREAM,Industry,Stream,Industry,Freshwater,No,No,Yes,,,,,,,,
Yorkshire Water Appointed Water Supply Boundaries,yw_supply_boundary,https://services-eu1.arcgis.com/1WqkK5cDKUbF0CkH/arcgis/rest/services/Yorkshire%20Water%20Appointed%20Water%20Supply%20Boundaries/FeatureServer/0/query?outFields=*&where=1%3D1&f=geojson,https://www.streamwaterdata.co.uk/maps/f05ba030e5934e14b01089736ca9373b,geojson,T,T,F,F,STREAM,Industry,Stream,Industry,Freshwater,No,No,Yes,,,,,,,,
Yorkshire Water Storm Overflow Activity,yw_storm_overflow,https://services-eu1.arcgis.com/1WqkK5cDKUbF0CkH/arcgis/rest/services/Yorkshire_Water_Storm_Overflow_Activity/FeatureServer/0/query?outFields=*&where=1%3D1&f=geojson,https://www.streamwaterdata.co.uk/datasets/7f575862a2254a4aaba62573e1012731_0/explore?location=53.854212%2C-1.038143%2C8.83,geojson,T,T,F,F,STREAM,Industry,Stream,Industry,Freshwater,No,No,Yes,,,,,,,,
30-Minute Absolute Humidity,cosmos_30min_q_coveragejson,https://cosmos-api.ceh.ac.uk/collections/30M/position?coords=POINT({x}%20{y})&parameter-name=q&f=coveragejson,https://cosmos-api.ceh.ac.uk/docs,coveragejson,T,T,T,F,CEH,Research Organisation,UKCEH,Research Institution,Terrestrial,Yes,Yes,Yes,,,COSMOS-UK,Atmospheric Parameters,30-Minute,,D,4326
30-Minute Air Temperature,cosmos_30min_ta_coveragejson,https://cosmos-api.ceh.ac.uk/collections/30M/position?coords=POINT({x}%20{y})&parameter-name=ta&f=coveragejson,https://cosmos-api.ceh.ac.uk/docs,coveragejson,T,T,T,F,CEH,Research Organisation,UKCEH,Research Institution,Terrestrial,Yes,Yes,Yes,,,COSMOS-UK,Atmospheric Parameters,30-Minute,,D,4326
30-Minute Atmospheric Pressure,cosmos_30min_pa_coveragejson,https://cosmos-api.ceh.ac.uk/collections/30M/position?coords=POINT({x}%20{y})&parameter-name=pa&f=coveragejson,https://cosmos-api.ceh.ac.uk/docs,coveragejson,T,T,T,F,CEH,Research Organisation,UKCEH,Research Institution,Terrestrial,Yes,Yes,Yes,,,COSMOS-UK,Atmospheric Parameters,30-Minute,,D,4326
30-Minute Collection Metadata,cosmos_collection_metadata_30min,https://cosmos-api.ceh.ac.uk/collections/30M,https://cosmos-api.ceh.ac.uk/docs,json,F,T,F,F,CEH,Research Organisation,UKCEH,Research Institution,Atmospheric,No,No,No,,,COSMOS-UK,Miscellaneous,,,,
30-Minute Longwave Radiation - Incoming,cosmos_30min_lwin_coveragejson,https://cosmos-api.ceh.ac.uk/collections/30M/position?coords=POINT({x}%20{y})&parameter-name=lwin&f=coveragejson,https://cosmos-api.ceh.ac.uk/docs,coveragejson,T,T,T,F,CEH,Research Organisation,UKCEH,Research Institution,Terrestrial,Yes,Yes,Yes,,,COSMOS-UK,Radiation & Energy Balance,30-Minute,,D,4326
30-Minute Longwave Radiation - Outgoing,cosmos_30min_lwout_coveragejson,https://cosmos-api.ceh.ac.uk/collections/30M/position?coords=POINT({x}%20{y})&parameter-name=lwout&f=coveragejson,https://cosmos-api.ceh.ac.uk/docs,coveragejson,T,T,T,F,CEH,Research Organisation,UKCEH,Research Institution,Terrestrial,Yes,Yes,Yes,,,COSMOS-UK,Radiation & Energy Balance,30-Minute,,D,4326
30-Minute Net Radiation,cosmos_30min_rn_coveragejson,https://cosmos-api.ceh.ac.uk/collections/30M/position?coords=POINT({x}%20{y})&parameter-name=rn&f=coveragejson,https://cosmos-api.ceh.ac.uk/docs,coveragejson,T,T,T,F,CEH,Research Organisation,UKCEH,Research Institution,Terrestrial,Yes,Yes,Yes,,,COSMOS-UK,Radiation & Energy Balance,30-Minute,,D,4326
30-Minute Precipitation (Pluvio),cosmos_30min_precip_coveragejson,https://cosmos-api.ceh.ac.uk/collections/30M/position?coords=POINT({x}%20{y})&parameter-name=precip&f=coveragejson,https://cosmos-api.ceh.ac.uk/docs,coveragejson,T,T,T,F,CEH,Research Organisation,UKCEH,Research Institution,Terrestrial,Yes,Yes,Yes,,,COSMOS-UK,Percipitation & Snow,30-Minute,,D,4326
30-Minute Precipitation (rainE),cosmos_30min_precip_raine_coveragejson,https://cosmos-api.ceh.ac.uk/collections/30M/position?coords=POINT({x}%20{y})&parameter-name=precip_raine&f=coveragejson,https://cosmos-api.ceh.ac.uk/docs,coveragejson,T,T,T,F,CEH,Research Organisation,UKCEH,Research Institution,Terrestrial,Yes,Yes,Yes,,,COSMOS-UK,Percipitation & Snow,30-Minute,,D,4326
30-Minute Precipitation (Tipping Bucket),cosmos_30min_precip_tipping_coveragejson,https://cosmos-api.ceh.ac.uk/collections/30M/position?coords=POINT({x}%20{y})&parameter-name=precip_tipping&f=coveragejson,https://cosmos-api.ceh.ac.uk/docs,coveragejson,T,T,T,F,CEH,Research Organisation,UKCEH,Research Institution,Terrestrial,Yes,Yes,Yes,,,COSMOS-UK,Percipitation & Snow,30-Minute,,D,4326
30-Minute Relative Humidity,cosmos_30min_rh_coveragejson,https://cosmos-api.ceh.ac.uk/collections/30M/position?coords=POINT({x}%20{y})&parameter-name=rh&f=coveragejson,https://cosmos-api.ceh.ac.uk/docs,coveragejson,T,T,T,F,CEH,Research Organisation,UKCEH,Research Institution,Terrestrial,Yes,Yes,Yes,,,COSMOS-UK,Atmospheric Parameters,30-Minute,,D,4326
30-Minute Shortwave Radiation - Incoming,cosmos_30min_swin_coveragejson,https://cosmos-api.ceh.ac.uk/collections/30M/position?coords=POINT({x}%20{y})&parameter-name=swin&f=coveragejson,https://cosmos-api.ceh.ac.uk/docs,coveragejson,T,T,T,F,CEH,Research Organisation,UKCEH,Research Institution,Terrestrial,Yes,Yes,Yes,,,COSMOS-UK,Radiation & Energy Balance,30-Minute,,D,4326
30-Minute Shortwave Radiation - Outgoing,cosmos_30min_swout_coveragejson,https://cosmos-api.ceh.ac.uk/collections/30M/position?coords=POINT({x}%20{y})&parameter-name=swout&f=coveragejson,https://cosmos-api.ceh.ac.uk/docs,coveragejson,T,T,T,F,CEH,Research Organisation,UKCEH,Research Institution,Terrestrial,Yes,Yes,Yes,,,COSMOS-UK,Radiation & Energy Balance,30-Minute,,D,4326
30-Minute Site Locations,cosmos_site_locations_30min,https://cosmos-api.ceh.ac.uk/collections/30M/locations,https://cosmos-api.ceh.ac.uk/docs,json,F,T,F,F,CEH,Research Organisation,UKCEH,Research Institution,Terrestrial,Yes,Yes,Yes,,,COSMOS-UK,Miscellaneous,,,F,
30-Minute Snow Depth,cosmos_30min_snow_depth_coveragejson,https://cosmos-api.ceh.ac.uk/collections/30M/position?coords=POINT({x}%20{y})&parameter-name=snow_depth&f=coveragejson,https://cosmos-api.ceh.ac.uk/docs,coveragejson,T,T,T,F,CEH,Research Organisation,UKCEH,Research Institution,Terrestrial,Yes,Yes,Yes,,,COSMOS-UK,Percipitation & Snow,30-Minute,,D,4326
30-Minute Soil Heat Flux 1,cosmos_30min_g1_coveragejson,https://cosmos-api.ceh.ac.uk/collections/30M/position?coords=POINT({x}%20{y})&parameter-name=g1&f=coveragejson,https://cosmos-api.ceh.ac.uk/docs,coveragejson,T,T,T,F,CEH,Research Organisation,UKCEH,Research Institution,Terrestrial,Yes,Yes,Yes,,,COSMOS-UK,Radiation & Energy Balance,30-Minute,,D,4326
30-Minute Soil Heat Flux 2,cosmos_30min_g2_coveragejson,https://cosmos-api.ceh.ac.uk/collections/30M/position?coords=POINT({x}%20{y})&parameter-name=g2&f=coveragejson,https://cosmos-api.ceh.ac.uk/docs,coveragejson,T,T,T,F,CEH,Research Organisation,UKCEH,Research Institution,Terrestrial,Yes,Yes,Yes,,,COSMOS-UK,Radiation & Energy Balance,30-Minute,,D,4326
30-Minute Wind Direction,cosmos_30min_wd_coveragejson,https://cosmos-api.ceh.ac.uk/collections/30M/position?coords=POINT({x}%20{y})&parameter-name=wd&f=coveragejson,https://cosmos-api.ceh.ac.uk/docs,coveragejson,T,T,T,F,CEH,Research Organisation,UKCEH,Research Institution,Terrestrial,Yes,Yes,Yes,,,COSMOS-UK,Atmospheric Parameters,30-Minute,,D,4326
30-Minute Wind Speed,cosmos_30min_ws_coveragejson,https://cosmos-api.ceh.ac.uk/collections/30M/position?coords=POINT({x}%20{y})&parameter-name=ws&f=coveragejson,https://cosmos-api.ceh.ac.uk/docs,coveragejson,T,T,T,F,CEH,Research Organisation,UKCEH,Research Institution,Terrestrial,Yes,Yes,Yes,,,COSMOS-UK,Atmospheric Parameters,30-Minute,,D,4326
30-Minute Wind Speed - X Component,cosmos_30min_ux_coveragejson,https://cosmos-api.ceh.ac.uk/collections/30M/position?coords=POINT({x}%20{y})&parameter-name=ux&f=coveragejson,https://cosmos-api.ceh.ac.uk/docs,coveragejson,T,T,T,F,CEH,Research Organisation,UKCEH,Research Institution,Terrestrial,Yes,Yes,Yes,,,COSMOS-UK,Atmospheric Parameters,30-Minute,,D,4326
30-Minute Wind Speed - Y Component,cosmos_30min_uy_coveragejson,https://cosmos-api.ceh.ac.uk/collections/30M/position?coords=POINT({x}%20{y})&parameter-name=uy&f=coveragejson,https://cosmos-api.ceh.ac.uk/docs,coveragejson,T,T,T,F,CEH,Research Organisation,UKCEH,Research Institution,Terrestrial,Yes,Yes,Yes,,,COSMOS-UK,Atmospheric Parameters,30-Minute,,D,4326
30-Minute Wind Speed - Z Component,cosmos_30min_uz_coveragejson,https://cosmos-api.ceh.ac.uk/collections/30M/position?coords=POINT({x}%20{y})&parameter-name=uz&f=coveragejson,https://cosmos-api.ceh.ac.uk/docs,coveragejson,T,T,T,F,CEH,Research Organisation,UKCEH,Research Institution,Terrestrial,Yes,Yes,Yes,,,COSMOS-UK,Atmospheric Parameters,30-Minute,,D,4326
All Datasets Metadata,or_datasets,https://oxfordrivers.ceh.ac.uk/getDatasets,https://oxfordrivers.ceh.ac.uk/,json,F,T,F,F,CEH,Research,UKCEH,Research Institution,Freshwater,No,No,Yes,,,Oxford Rivers,,,,,
All Determinands List,or_determinands,https://oxfordrivers.ceh.ac.uk/getDeterminands,https://oxfordrivers.ceh.ac.uk/,json,F,T,F,F,CEH,Research,UKCEH,Research Institution,Freshwater,No,No,Yes,,,Oxford Rivers,,,,,
Bathing Water Sites,or_bathing_sites,https://oxfordrivers.ceh.ac.uk/getSites?datasetID=ea_bathing_water,https://oxfordrivers.ceh.ac.uk/,json,F,T,F,F,CEH,Research,UKCEH,Research Institution,Freshwater,No,Yes,Yes,,,Oxford Rivers,,,,,
Daily Absolute Humidity,cosmos_daily_q_coveragejson,https://cosmos-api.ceh.ac.uk/collections/1D/position?coords=POINT({x}%20{y})&parameter-name=q&f=coveragejson,https://cosmos-api.ceh.ac.uk/docs,coveragejson,T,T,T,F,CEH,Research Organisation,UKCEH,Research Institution,Terrestrial,Yes,Yes,Yes,,,COSMOS-UK,Atmospheric Parameters,Daily,,D,4326
Daily Air Temperature,cosmos_daily_ta_coveragejson,https://cosmos-api.ceh.ac.uk/collections/1D/position?coords=POINT({x}%20{y})&parameter-name=ta&f=coveragejson,https://cosmos-api.ceh.ac.uk/docs,coveragejson,T,T,T,F,CEH,Research Organisation,UKCEH,Research Institution,Terrestrial,Yes,Yes,Yes,,,COSMOS-UK,Atmospheric Parameters,Daily,,D,4326
Daily Air Temperature - Maximum,cosmos_daily_ta_max_coveragejson,https://cosmos-api.ceh.ac.uk/collections/1D/position?coords=POINT({x}%20{y})&parameter-name=ta_max&f=coveragejson,https://cosmos-api.ceh.ac.uk/docs,coveragejson,T,T,T,F,CEH,Research Organisation,UKCEH,Research Institution,Terrestrial,Yes,Yes,Yes,,,COSMOS-UK,Atmospheric Parameters,Daily,,D,4326
Daily Air Temperature - Minimum,cosmos_daily_ta_min_coveragejson,https://cosmos-api.ceh.ac.uk/collections/1D/position?coords=POINT({x}%20{y})&parameter-name=ta_min&f=coveragejson,https://cosmos-api.ceh.ac.uk/docs,coveragejson,T,T,T,F,CEH,Research Organisation,UKCEH,Research Institution,Terrestrial,Yes,Yes,Yes,,,COSMOS-UK,Atmospheric Parameters,Daily,,D,4326
Daily Albedo,cosmos_daily_albedo_coveragejson,https://cosmos-api.ceh.ac.uk/collections/1D/position?coords=POINT({x}%20{y})&parameter-name=albedo&f=coveragejson,https://cosmos-api.ceh.ac.uk/docs,coveragejson,T,T,T,F,CEH,Research Organisation,UKCEH,Research Institution,Terrestrial,Yes,Yes,Yes,,,COSMOS-UK,Radiation & Energy Balance,Daily,,D,4326
Daily Atmospheric Pressure,cosmos_daily_pa_coveragejson,https://cosmos-api.ceh.ac.uk/collections/1D/position?coords=POINT({x}%20{y})&parameter-name=pa&f=coveragejson,https://cosmos-api.ceh.ac.uk/docs,coveragejson,T,T,T,F,CEH,Research Organisation,UKCEH,Research Institution,Terrestrial,Yes,Yes,Yes,,,COSMOS-UK,Atmospheric Parameters,Daily,,D,4326
Daily Collection Metadata,cosmos_collection_metadata_daily,https://cosmos-api.ceh.ac.uk/collections/1D,https://cosmos-api.ceh.ac.uk/docs,json,F,T,F,F,CEH,Research Organisation,UKCEH,Research Institution,Atmospheric,No,No,No,,,COSMOS-UK,Miscellaneous,,,,
Daily COSMOS Neutron Counts (corrected),cosmos_daily_cts_mod_corr_coveragejson,https://cosmos-api.ceh.ac.uk/collections/1D/position?coords=POINT({x}%20{y})&parameter-name=cts_mod_corr&f=coveragejson,https://cosmos-api.ceh.ac.uk/docs,coveragejson,T,T,T,F,CEH,Research Organisation,UKCEH,Research Institution,Terrestrial,Yes,Yes,Yes,,,COSMOS-UK,Miscellaneous,,,D,4326
Daily COSMOS Volumetric Water Content,cosmos_daily_cosmos_vwc_coveragejson,https://cosmos-api.ceh.ac.uk/collections/1D/position?coords=POINT({x}%20{y})&parameter-name=cosmos_vwc&f=coveragejson,https://cosmos-api.ceh.ac.uk/docs,coveragejson,T,T,T,F,CEH,Research Organisation,UKCEH,Research Institution,Terrestrial,Yes,Yes,Yes,,,COSMOS-UK,Miscellaneous,,,D,4326
Daily D86 75M,cosmos_daily_d86_75m_coveragejson,https://cosmos-api.ceh.ac.uk/collections/1D/position?coords=POINT({x}%20{y})&parameter-name=d86_75m&f=coveragejson,https://cosmos-api.ceh.ac.uk/docs,coveragejson,T,T,T,F,CEH,Research Organisation,UKCEH,Research Institution,Terrestrial,Yes,Yes,Yes,,,COSMOS-UK,Miscellaneous,,,D,4326
Daily Longwave Radiation - Incoming,cosmos_daily_lwin_coveragejson,https://cosmos-api.ceh.ac.uk/collections/1D/position?coords=POINT({x}%20{y})&parameter-name=lwin&f=coveragejson,https://cosmos-api.ceh.ac.uk/docs,coveragejson,T,T,T,F,CEH,Research Organisation,UKCEH,Research Institution,Terrestrial,Yes,Yes,Yes,,,COSMOS-UK,Radiation & Energy Balance,Daily,,D,4326
Daily Longwave Radiation - Outgoing,cosmos_daily_lwout_coveragejson,https://cosmos-api.ceh.ac.uk/collections/1D/position?coords=POINT({x}%20{y})&parameter-name=lwout&f=coveragejson,https://cosmos-api.ceh.ac.uk/docs,coveragejson,T,T,T,F,CEH,Research Organisation,UKCEH,Research Institution,Terrestrial,Yes,Yes,Yes,,,COSMOS-UK,Radiation & Energy Balance,Daily,,D,4326
Daily Net Radiation,cosmos_daily_rn_coveragejson,https://cosmos-api.ceh.ac.uk/collections/1D/position?coords=POINT({x}%20{y})&parameter-name=rn&f=coveragejson,https://cosmos-api.ceh.ac.uk/docs,coveragejson,T,T,T,F,CEH,Research Organisation,UKCEH,Research Institution,Terrestrial,Yes,Yes,Yes,,,COSMOS-UK,Radiation & Energy Balance,Daily,,D,4326
Daily Potential Evaporation,cosmos_daily_pe_coveragejson,https://cosmos-api.ceh.ac.uk/collections/1D/position?coords=POINT({x}%20{y})&parameter-name=pe&f=coveragejson,https://cosmos-api.ceh.ac.uk/docs,coveragejson,T,T,T,F,CEH,Research Organisation,UKCEH,Research Institution,Terrestrial,Yes,Yes,Yes,,,COSMOS-UK,Miscellaneous,,,D,4326
Daily Precipitation (Pluvio),cosmos_daily_precip_coveragejson,https://cosmos-api.ceh.ac.uk/collections/1D/position?coords=POINT({x}%20{y})&parameter-name=precip&f=coveragejson,https://cosmos-api.ceh.ac.uk/docs,coveragejson,T,T,T,F,CEH,Research Organisation,UKCEH,Research Institution,Terrestrial,Yes,Yes,Yes,,,COSMOS-UK,Percipitation & Snow,Daily,,D,4326
Daily Precipitation (rainE),cosmos_daily_precip_raine_coveragejson,https://cosmos-api.ceh.ac.uk/collections/1D/position?coords=POINT({x}%20{y})&parameter-name=precip_raine&f=coveragejson,https://cosmos-api.ceh.ac.uk/docs,coveragejson,T,T,T,F,CEH,Research Organisation,UKCEH,Research Institution,Terrestrial,Yes,Yes,Yes,,,COSMOS-UK,Percipitation & Snow,Daily,,D,4326
