name,id,url,source,download_format,sf_compatible,browser_compatible,spatial_filtering,temporal_filtering,NEW_PROVIDER,NEW_PROVIDER_TYPE,provider_name,provider_type,environment,spatial_filtering_clean,temporal_filtering_clean,sf_compatible_clean,Cefas_holding_id_name,Cefas_holding_ID,Second level,Third Level,Fourth Level,Unnamed: 22,spatial_filter_type,epsg_code
Phytopigment Abbreviations,cefas_12753_json,https://data-api.cefas.co.uk/api/recordsets/12753/data?page=1&resultsPerPage=20000,https://data.cefas.co.uk/view/21386,json,F,T,F,F,CEFAS,Executive Agency,CEFAS,UK Government,Marine,No,No,Yes,Northwest European Shelf Seas - Phytoplankton Pigments - 2020 to 2023,12753,Benthic & Planktonic Ecology,Northwest European Shelf Seas - Phytoplankton Pigments - 2020 to 2023,,,,
Phytopigment Surveys,cefas_12757_json,https://data-api.cefas.co.uk/api/recordsets/12757/data?page=1&resultsPerPage=20000,https://data.cefas.co.uk/view/53,json,F,T,F,F,CEFAS,Executive Agency,CEFAS,UK Government,Marine,No,No,Yes,Northwest European Shelf Seas - Phytoplankton Pigments - 2010 to 2019,12757,Benthic & Planktonic Ecology,Northwest European Shelf Seas - Phytoplankton Pigments - 2010 to 2019,,,,
Phytopigment Surveys,cefas_12754_json,https://data-api.cefas.co.uk/api/recordsets/12754/data?page=1&resultsPerPage=20000,https://data.cefas.co.uk/view/21386,json,F,T,F,F,CEFAS,Executive Agency,CEFAS,UK Government,Marine,No,No,Yes,Northwest European Shelf Seas - Phytoplankton Pigments - 2020 to 2023,12754,Benthic & Planktonic Ecology,Northwest European Shelf Seas - Phytoplankton Pigments - 2020 to 2023,,,,
Phytopigments All 05102020 26102023,cefas_12755_json,https://data-api.cefas.co.uk/api/recordsets/12755/data?page=1&resultsPerPage=20000,https://data.cefas.co.uk/view/21386,json,F,T,F,F,CEFAS,Executive Agency,CEFAS,UK Government,Marine,No,No,Yes,Northwest European Shelf Seas - Phytoplankton Pigments - 2020 to 2023,12755,Benthic & Planktonic Ecology,Northwest European Shelf Seas - Phytoplankton Pigments - 2020 to 2023,,,,
Phytopigments All 09012010 27102019,cefas_12877_json,https://data-api.cefas.co.uk/api/recordsets/12877/data?page=1&resultsPerPage=20000,https://data.cefas.co.uk/view/53,json,F,T,F,F,CEFAS,Executive Agency,CEFAS,UK Government,Marine,No,No,Yes,Northwest European Shelf Seas - Phytoplankton Pigments - 2010 to 2019,12877,Benthic & Planktonic Ecology,Northwest European Shelf Seas - Phytoplankton Pigments - 2010 to 2019,,,,
Phytopigments Main 05102020 26102023,cefas_12756_json,https://data-api.cefas.co.uk/api/recordsets/12756/data?page=1&resultsPerPage=20000,https://data.cefas.co.uk/view/21386,json,F,T,F,F,CEFAS,Executive Agency,CEFAS,UK Government,Marine,No,No,Yes,Northwest European Shelf Seas - Phytoplankton Pigments - 2020 to 2023,12756,Benthic & Planktonic Ecology,Northwest European Shelf Seas - Phytoplankton Pigments - 2020 to 2023,,,,
Phytopigments Main 09012010 27102019,cefas_12878_json,https://data-api.cefas.co.uk/api/recordsets/12878/data?page=1&resultsPerPage=20000,https://data.cefas.co.uk/view/53,json,F,T,F,F,CEFAS,Executive Agency,CEFAS,UK Government,Marine,No,No,Yes,Northwest European Shelf Seas - Phytoplankton Pigments - 2010 to 2019,12878,Benthic & Planktonic Ecology,Northwest European Shelf Seas - Phytoplankton Pigments - 2010 to 2019,,,,
Phytoplankton Abundance Data for Spring and Autumn of 2018 in the Celtic Sea,cefas_11743_json,https://data-api.cefas.co.uk/api/recordsets/11743/data?page=1&resultsPerPage=20000,https://data.cefas.co.uk/view/20364,json,F,T,F,F,CEFAS,Executive Agency,CEFAS,UK Government,Marine,No,No,Yes,Phytoplankton Abundance Data for Spring and Autumn of 2018 in the Celtic Sea,11743,Benthic & Planktonic Ecology,Phytoplankton Abundance Data for Spring and Autumn of 2018 in the Celtic Sea,,,,
Posedion Phytoplankton Abundance Bydivision,cefas_12874_json,https://data-api.cefas.co.uk/api/recordsets/12874/data?page=1&resultsPerPage=20000,https://data.cefas.co.uk/view/3293,json,F,T,F,F,CEFAS,Executive Agency,CEFAS,UK Government,Marine,No,No,Yes,Phytoplankton Abundance Data for the POSEIDON Project in the Celtic Seas and English Channel for Autumn - 2012 to 2016,12802,Benthic & Planktonic Ecology,Phytoplankton Abundance Data for the POSEIDON Project in the Celtic Seas and English Channel for Autumn - 2012 to 2016,,,,
Posedion Phytoplankton Abundance Byspecies,cefas_12875_json,https://data-api.cefas.co.uk/api/recordsets/12875/data?page=1&resultsPerPage=20000,https://data.cefas.co.uk/view/3293,json,F,T,F,F,CEFAS,Executive Agency,CEFAS,UK Government,Marine,No,No,Yes,Phytoplankton Abundance Data for the POSEIDON Project in the Celtic Seas and English Channel for Autumn - 2012 to 2016,12803,Benthic & Planktonic Ecology,Phytoplankton Abundance Data for the POSEIDON Project in the Celtic Seas and English Channel for Autumn - 2012 to 2016,,,,
Posedion Phytoplankton Size,cefas_12876_json,https://data-api.cefas.co.uk/api/recordsets/12876/data?page=1&resultsPerPage=20000,https://data.cefas.co.uk/view/3293,json,F,T,F,F,CEFAS,Executive Agency,CEFAS,UK Government,Marine,No,No,Yes,Phytoplankton Abundance Data for the POSEIDON Project in the Celtic Seas and English Channel for Autumn - 2012 to 2016,12804,Benthic & Planktonic Ecology,Phytoplankton Abundance Data for the POSEIDON Project in the Celtic Seas and English Channel for Autumn - 2012 to 2016,,,,
Primary Production Data with Finer Scale Environmentals,cefas_11306_json,https://data-api.cefas.co.uk/api/recordsets/11306/data?page=1&resultsPerPage=20000,https://data.cefas.co.uk/view/2991,json,F,T,F,F,CEFAS,Executive Agency,CEFAS,UK Government,Marine,No,No,Yes,Predicting Marine Phytoplankton Community Size Structure from Empirical Relationships with Remotely Sensed Variables,11306,Benthic & Planktonic Ecology,Predicting Marine Phytoplankton Community Size Structure from Empirical Relationships with Remotely Sensed Variables,,,,
Quota Stocks Data D3UKMS,cefas_13149_json,https://data-api.cefas.co.uk/api/recordsets/13149/data?page=1&resultsPerPage=20000,https://data.cefas.co.uk/view/22212,json,F,T,F,F,CEFAS,Executive Agency,CEFAS,UK Government,Marine,No,No,Yes,Fish and Shellfish Stock Assessments Data for the UK Marine Strategy 2024 Assessment of Descriptor 3,13149,Fisheries Science,Fish and Shellfish Stock Assessments Data for the UK Marine Strategy 2024 Assessment of Descriptor 3,,,,
Raw Data,cefas_12847_json,https://data-api.cefas.co.uk/api/recordsets/12847/data?page=1&resultsPerPage=20000,https://data.cefas.co.uk/view/21439,json,F,T,F,F,CEFAS,Executive Agency,CEFAS,UK Government,Marine,No,No,Yes,Microplastics in Sediment Cores Data from the UK Continental Shelf and Slope - 2017,12847,Pollution,Microplastics in Sediment Cores Data from the UK Continental Shelf and Slope - 2017,,,,
Read Me,cefas_11483_json,https://data-api.cefas.co.uk/api/recordsets/11483/data/1,https://data.cefas.co.uk/view/20473,txt,F,T,F,F,CEFAS,Executive Agency,CEFAS,UK Government,Marine,No,No,Yes,Eel Survey Records from Estuaries Around England and Associated Physical and Environmental Factors - 1981-2018,11483,Fisheries Science,Eel Survey Records from Estuaries Around England and Associated Physical and Environmental Factors - 1981-2018,,,,
Read Me,cefas_11637_json,https://data-api.cefas.co.uk/api/recordsets/11637/data/1,https://data.cefas.co.uk/view/149,zip,F,T,F,F,CEFAS,Executive Agency,CEFAS,UK Government,Marine,No,No,Yes,Fisheries Spawning and Nursery Areas 'Fishery Sensitivity Maps in British Waters' Geographic Information System Layers - 1998,11637,Fisheries Science,Fisheries Spawning and Nursery Areas 'Fishery Sensitivity Maps in British Waters' Geographic Information System Layers - 1998,,,,
Read Me,cefas_11307_json,https://data-api.cefas.co.uk/api/recordsets/11307/data/1,https://data.cefas.co.uk/view/20709,txt,F,T,F,F,CEFAS,Executive Agency,CEFAS,UK Government,Marine,No,No,Yes,"Plankton Imager Zooplankton Data, Acoustic Fish Biomass Estimates, Chlorophyll Measurements and CTD Data from the Celtic Sea and Western English Channel in October - 2018",11307,Benthic & Planktonic Ecology,"Plankton Imager Zooplankton Data, Acoustic Fish Biomass Estimates, Chlorophyll Measurements and CTD Data from the Celtic Sea and Western English Channel in October - 2018",,,,
Read Me,cefas_11925_json,https://data-api.cefas.co.uk/api/recordsets/11925/data?page=1&resultsPerPage=20000,https://data.cefas.co.uk/view/21465,json,F,T,F,F,CEFAS,Executive Agency,CEFAS,UK Government,Marine,No,No,Yes,Spawning and Nursery Grounds of Forage Fish in Welsh and Surrounding Waters from - 2008 to 2020,11925,Fisheries Science,Spawning and Nursery Grounds of Forage Fish in Welsh and Surrounding Waters from - 2008 to 2020,,,,
Read Me Column Headers,cefas_11836_json,"https://data-api.cefas.co.uk/api/recordsets/11836/data/1""",https://data.cefas.co.uk/view/21421,txt,F,T,F,F,CEFAS,Executive Agency,CEFAS,UK Government,Marine,No,No,Yes,A Data Product Derived from Northeast Atlantic Groundfish Data from Scientific Trawl Surveys - 1983-2020,11836,Fisheries Science,A Data Product Derived from Northeast Atlantic Groundfish Data from Scientific Trawl Surveys - 1983-2020,,,,
Read Me Column Headers,cefas_12966_json,https://data-api.cefas.co.uk/api/recordsets/12966/data/1,https://data.cefas.co.uk/view/22108,txt,F,T,F,F,CEFAS,Executive Agency,CEFAS,UK Government,Marine,No,No,Yes,Non-Indigenous Species Introduction Records in UK Waters - 2003 to 2020,12966,"Climate Change, Conservation & Human Impacts",Non-Indigenous Species Introduction Records in UK Waters - 2003 to 2020,,,,
Read Me for Results Summary,cefas_11980_json,https://data-api.cefas.co.uk/api/recordsets/11980/data?page=1&resultsPerPage=20000,https://data.cefas.co.uk/view/21499,txt,F,T,F,F,CEFAS,Executive Agency,CEFAS,UK Government,Marine,No,No,Yes,Marine Biotoxin Data Measured Within Crab and Lobster Flesh Taken from Samples Gathered from the Northumberland Coast and 2022 - 2021,11980,"Aquaculture, Shellfish & Fish Health",Marine Biotoxin Data Measured Within Crab and Lobster Flesh Taken from Samples Gathered from the Northumberland Coast and 2022 - 2021,,,,
Read Me Gear Codes,cefas_12992_json,https://data-api.cefas.co.uk/api/recordsets/12992/data/1,https://data.cefas.co.uk/view/22030,txt,F,T,F,F,CEFAS,Executive Agency,CEFAS,UK Government,Marine,No,No,Yes,Fisheries Sensitivity Mapping and Displacement Modelling (FISMADIM) - Fisheries Context Providing Information (Average 2012-2021),12992,Fisheries Science,Fisheries Sensitivity Mapping and Displacement Modelling (FISMADIM) - Fisheries Context Providing Information (Average 2012-2021),,,,
Read Me Gear Codes,cefas_12991_json,https://data-api.cefas.co.uk/api/recordsets/12991/data/1,https://data.cefas.co.uk/view/22020,txt,F,T,F,F,CEFAS,Executive Agency,CEFAS,UK Government,Marine,No,No,Yes,Fisheries Sensitivity Mapping and Displacement Modelling (FISMADIM) - Fisheries Sensitivity Index 1 - Data Product - Average for - 2012 to 2021,12991,Fisheries Science,Fisheries Sensitivity Mapping and Displacement Modelling (FISMADIM) - Fisheries Sensitivity Index 1 - Data Product - Average for - 2012 to 2021,,,,
Read Me Gear Codes,cefas_12990_json,https://data-api.cefas.co.uk/api/recordsets/12990/data/1,https://data.cefas.co.uk/view/22026,txt,F,T,F,F,CEFAS,Executive Agency,CEFAS,UK Government,Marine,No,No,Yes,Fisheries Sensitivity Mapping and Displacement Modelling (FiSMaDiM) - Fisheries Sensitivity Index 2 - Data Product - Average for - 2012 to 2021,12990,Fisheries Science,Fisheries Sensitivity Mapping and Displacement Modelling (FiSMaDiM) - Fisheries Sensitivity Index 2 - Data Product - Average for - 2012 to 2021,,,,
Read Me Gear Codes,cefas_12989_json,https://data-api.cefas.co.uk/api/recordsets/12989/data/1,https://data.cefas.co.uk/view/22027,txt,F,T,F,F,CEFAS,Executive Agency,CEFAS,UK Government,Marine,No,No,Yes,Fisheries Sensitivity Mapping and Displacement Modelling (FISMADIM) - Fishing Effort Data Product - 2012 to 2021,12989,Fisheries Science,Fisheries Sensitivity Mapping and Displacement Modelling (FISMADIM) - Fishing Effort Data Product - 2012 to 2021,,,,
Readme,cefas_13219_json,https://data-api.cefas.co.uk/api/recordsets/13219/data/1,https://data.cefas.co.uk/view/22148,txt,F,T,F,F,CEFAS,Executive Agency,CEFAS,UK Government,Marine,No,No,Yes,A Data Product Describing Carbon and Nitrogen Impacts of Seaweed and Mussel Aquaculture Estimated Using Life Cycle Impact Assessment,13219,"Aquaculture, Shellfish & Fish Health",A Data Product Describing Carbon and Nitrogen Impacts of Seaweed and Mussel Aquaculture Estimated Using Life Cycle Impact Assessment,,,,
Readme,cefas_11201_json,https://data-api.cefas.co.uk/api/recordsets/11201/data/1,https://data.cefas.co.uk/view/20499,txt,F,T,F,F,CEFAS,Executive Agency,CEFAS,UK Government,Marine,No,No,Yes,Trophic Interaction Data and Taxonomic Information for Fish Predators and Their Prey Spanning the North East Atlantic and Its Marginal Seas Between - 1836-2013,11201,Fisheries Science,Trophic Interaction Data and Taxonomic Information for Fish Predators and Their Prey Spanning the North East Atlantic and Its Marginal Seas Between - 1836-2013,,,,
Readme Column Headers Litter Matrix,cefas_12902_json,https://data-api.cefas.co.uk/api/recordsets/12902/data/1,https://data.cefas.co.uk/view/22053,txt,F,T,F,F,CEFAS,Executive Agency,CEFAS,UK Government,Coastal,No,No,Yes,Macrofauna Abundance Matrix from Litter Samples from the North Sea - 2020-2021,12902,Pollution,Macrofauna Abundance Matrix from Litter Samples from the North Sea - 2020-2021,,,,
Readme Columnheaders Quotastocks,cefas_13151_json,https://data-api.cefas.co.uk/api/recordsets/13151/data/1,https://data.cefas.co.uk/view/22212,txt,F,T,F,F,CEFAS,Executive Agency,CEFAS,UK Government,Marine,No,No,Yes,Fish and Shellfish Stock Assessments Data for the UK Marine Strategy 2024 Assessment of Descriptor 3,13151,Fisheries Science,Fish and Shellfish Stock Assessments Data for the UK Marine Strategy 2024 Assessment of Descriptor 3,,,,
Readme Columnheaders Shellfishnonquota,cefas_13152_json,https://data-api.cefas.co.uk/api/recordsets/13152/data/1,https://data.cefas.co.uk/view/22212,txt,F,T,F,F,CEFAS,Executive Agency,CEFAS,UK Government,Coastal,No,No,Yes,Fish and Shellfish Stock Assessments Data for the UK Marine Strategy 2024 Assessment of Descriptor 3,13152,Fisheries Science,Fish and Shellfish Stock Assessments Data for the UK Marine Strategy 2024 Assessment of Descriptor 3,,,,
Readme for Real-Time Results Tables,cefas_13148_json,https://data-api.cefas.co.uk/api/recordsets/13148/data/1,https://data.cefas.co.uk/view/22175,txt,F,T,F,F,CEFAS,Executive Agency,CEFAS,UK Government,Marine,No,No,Yes,Non-Spatial Data for Non-Native Species with Regards Real-Time PCR Analysis,13148,"Climate Change, Conservation & Human Impacts",Non-Spatial Data for Non-Native Species with Regards Real-Time PCR Analysis,,,,
Readme Heading Descriptors,cefas_12967_json,https://data-api.cefas.co.uk/api/recordsets/12967/data/1,https://data.cefas.co.uk/view/22147,txt,F,T,F,F,CEFAS,Executive Agency,CEFAS,UK Government,Marine,No,No,Yes,Seafloor Litter Data Collected Around the UK Coast from - 2016 to 2022,12967,Pollution,Seafloor Litter Data Collected Around the UK Coast from - 2016 to 2022,,,,
Readme Litter Code,cefas_12903_json,https://data-api.cefas.co.uk/api/recordsets/12903/data/1,https://data.cefas.co.uk/view/22053,txt,F,T,F,F,CEFAS,Executive Agency,CEFAS,UK Government,Coastal,No,No,Yes,Macrofauna Abundance Matrix from Litter Samples from the North Sea - 2020-2021,12903,Pollution,Macrofauna Abundance Matrix from Litter Samples from the North Sea - 2020-2021,,,,
Readme Seaweed,cefas_13218_json,https://data-api.cefas.co.uk/api/recordsets/13218/data/1,https://data.cefas.co.uk/view/22148,txt,F,T,F,F,CEFAS,Executive Agency,CEFAS,UK Government,Marine,No,No,Yes,A Data Product Describing Carbon and Nitrogen Impacts of Seaweed and Mussel Aquaculture Estimated Using Life Cycle Impact Assessment,13218,"Aquaculture, Shellfish & Fish Health",A Data Product Describing Carbon and Nitrogen Impacts of Seaweed and Mussel Aquaculture Estimated Using Life Cycle Impact Assessment,,,,
Report 14 Eastern Irish Sea Razor Clam 2009 10,cefas_9386_json,https://data-api.cefas.co.uk/api/recordsets/9386/data/1,https://data.cefas.co.uk/view/639,pdf,F,T,F,F,CEFAS,Executive Agency,CEFAS,UK Government,Coastal,No,No,Yes,Eastern Irish Sea Razor Clam Survey - Fisheries Science Partnership - 2009/10,2576,Fisheries Science,Eastern Irish Sea Razor Clam Survey - Fisheries Science Partnership - 2009/10,,,,
Report 63 Inshore Longline Survey 2019 2020,cefas_11640_json,https://data-api.cefas.co.uk/api/recordsets/11640/data/1,https://data.cefas.co.uk/view/20925,pdf,F,T,F,F,CEFAS,Executive Agency,CEFAS,UK Government,Coastal,No,No,Yes,Inshore Longline Fisheries in the Southern North Sea - Fisheries Science Partnership - 2019/20,11640,Fisheries Science,Inshore Longline Fisheries in the Southern North Sea - Fisheries Science Partnership - 2019/20,,,,
Rid Data Input of Hg Cd Pb Indicator Assessment,cefas_12860_json,https://data-api.cefas.co.uk/api/recordsets/12860/data?page=1&resultsPerPage=20000,https://data.cefas.co.uk/view/20014,json,F,T,F,F,CEFAS,Executive Agency,CEFAS,UK Government,Marine,No,No,Yes,"Inputs of Mercury, Cadmium and Lead Via Water and Air to the Greater North Sea Between 1990 and - 2014",9859,Pollution,"Inputs of Mercury, Cadmium and Lead Via Water and Air to the Greater North Sea Between 1990 and - 2014",,,,
Rinse Item Descriptions,cefas_13163_json,https://data-api.cefas.co.uk/api/recordsets/13163/data?page=1&resultsPerPage=20000,https://data.cefas.co.uk/view/22083,json,F,T,F,F,CEFAS,Executive Agency,CEFAS,UK Government,Marine,No,No,Yes,Microplastic Contamination Data from Mussels from the UK - 2022,13163,Pollution,Microplastic Contamination Data from Mussels from the UK - 2022,,,,
Rinse Results,cefas_13162_json,https://data-api.cefas.co.uk/api/recordsets/13162/data?page=1&resultsPerPage=20000,https://data.cefas.co.uk/view/22083,json,F,T,F,F,CEFAS,Executive Agency,CEFAS,UK Government,Marine,No,No,Yes,Microplastic Contamination Data from Mussels from the UK - 2022,13162,Pollution,Microplastic Contamination Data from Mussels from the UK - 2022,,,,
Row Predator Taxonomy for Diet Matrix,cefas_11202_json,https://data-api.cefas.co.uk/api/recordsets/11202/data?page=1&resultsPerPage=20000,https://data.cefas.co.uk/view/20499,json,F,T,F,F,CEFAS,Executive Agency,CEFAS,UK Government,Marine,No,No,Yes,Trophic Interaction Data and Taxonomic Information for Fish Predators and Their Prey Spanning the North East Atlantic and Its Marginal Seas Between - 1836-2013,11202,Fisheries Science,Trophic Interaction Data and Taxonomic Information for Fish Predators and Their Prey Spanning the North East Atlantic and Its Marginal Seas Between - 1836-2013,,,,
Rspb Forage Fish Arcgis,cefas_11929_json,https://data-api.cefas.co.uk/api/recordsets/11929/data/1,https://data.cefas.co.uk/view/21465,zip,F,T,F,F,CEFAS,Executive Agency,CEFAS,UK Government,Marine,No,No,Yes,Spawning and Nursery Grounds of Forage Fish in Welsh and Surrounding Waters from - 2008 to 2020,11929,Fisheries Science,Spawning and Nursery Grounds of Forage Fish in Welsh and Surrounding Waters from - 2008 to 2020,,,,
Rspb Forage Fish Qgis,cefas_11930_json,https://data-api.cefas.co.uk/api/recordsets/11930/data/1,https://data.cefas.co.uk/view/21465,zip,F,T,F,F,CEFAS,Executive Agency,CEFAS,UK Government,Marine,No,No,Yes,Spawning and Nursery Grounds of Forage Fish in Welsh and Surrounding Waters from - 2008 to 2020,11930,Fisheries Science,Spawning and Nursery Grounds of Forage Fish in Welsh and Surrounding Waters from - 2008 to 2020,,,,
Saltmarsh Mpas Sw Mmo Plan Area,cefas_9854_json,https://data-api.cefas.co.uk/api/recordsets/9854/data?page=1&resultsPerPage=20000,https://data.cefas.co.uk/view/19365,json,F,T,F,F,CEFAS,Executive Agency,CEFAS,UK Government,Coastal,No,No,Yes,Saltmarsh Areas in the Marine Protected Areas - South West - Marine Management Organisation - Marine Plan Area Calculated - 2014,10097,"Climate Change, Conservation & Human Impacts",Saltmarsh Areas in the Marine Protected Areas - South West - Marine Management Organisation - Marine Plan Area Calculated - 2014,,,,
Scenarios,cefas_12693_json,https://data-api.cefas.co.uk/api/recordsets/12693/data/1,https://data.cefas.co.uk/view/21672,zip,F,T,F,F,CEFAS,Executive Agency,CEFAS,UK Government,Marine,No,No,Yes,Results of Aquanet-Mod for Projecting the Economic Burden of the World Organisation for Animal Health (World Organisation for Animal Health) Listed Diseases Across English and Welsh Salmonid Industry,12693,"Aquaculture, Shellfish & Fish Health",Results of Aquanet-Mod for Projecting the Economic Burden of the World Organisation for Animal Health (World Organisation for Animal Health) Listed Diseases Across English and Welsh Salmonid Industry,,,,
Seabed Drifters Dataseries 15032019 Dataseries,cefas_10993_json,https://data-api.cefas.co.uk/api/recordsets/10993/data?page=1&resultsPerPage=20000,https://data.cefas.co.uk/view/20265,json,F,T,F,F,CEFAS,Executive Agency,CEFAS,UK Government,Marine,No,No,Yes,Historical Seabed Drifters Dataset,10993,Physical & Chemical Oceanography,Historical Seabed Drifters Dataset,,,,
Seabed Drifters Dataseries 15032019 Seabed Count,cefas_10994_json,https://data-api.cefas.co.uk/api/recordsets/10994/data?page=1&resultsPerPage=20000,https://data.cefas.co.uk/view/20265,json,F,T,F,F,CEFAS,Executive Agency,CEFAS,UK Government,Marine,No,No,Yes,Historical Seabed Drifters Dataset,10994,Physical & Chemical Oceanography,Historical Seabed Drifters Dataset,,,,
Seafloor Marine Litter MSFD 2017 Readme,cefas_10988_json,https://data-api.cefas.co.uk/api/recordsets/10988/data/1,https://data.cefas.co.uk/view/20263,txt,F,T,F,F,CEFAS,Executive Agency,CEFAS,UK Government,Coastal,No,No,Yes,Seafloor Marine Litter from UK Exclusive Economic Zone Zones Between 2012 and - 2017,10988,Pollution,Seafloor Marine Litter from UK Exclusive Economic Zone Zones Between 2012 and - 2017,,,,
Seafloor Marine Litter MSFD 2017 v2,cefas_10987_json,https://data-api.cefas.co.uk/api/recordsets/10987/data?page=1&resultsPerPage=20000,https://data.cefas.co.uk/view/20263,json,F,T,F,F,CEFAS,Executive Agency,CEFAS,UK Government,Coastal,No,No,Yes,Seafloor Marine Litter from UK Exclusive Economic Zone Zones Between 2012 and - 2017,10987,Pollution,Seafloor Marine Litter from UK Exclusive Economic Zone Zones Between 2012 and - 2017,,,,
Seaweed Biochar Centralised Impacts,cefas_13217_json,https://data-api.cefas.co.uk/api/recordsets/13217/data?page=1&resultsPerPage=20000,https://data.cefas.co.uk/view/22148,json,F,T,F,F,CEFAS,Executive Agency,CEFAS,UK Government,Marine,No,No,Yes,A Data Product Describing Carbon and Nitrogen Impacts of Seaweed and Mussel Aquaculture Estimated Using Life Cycle Impact Assessment,13217,"Aquaculture, Shellfish & Fish Health",A Data Product Describing Carbon and Nitrogen Impacts of Seaweed and Mussel Aquaculture Estimated Using Life Cycle Impact Assessment,,,,
Seaweed Biochar Centralised Inventoryof Emissions,cefas_13216_json,https://data-api.cefas.co.uk/api/recordsets/13216/data?page=1&resultsPerPage=20000,https://data.cefas.co.uk/view/22148,json,F,T,F,F,CEFAS,Executive Agency,CEFAS,UK Government,Marine,No,No,Yes,A Data Product Describing Carbon and Nitrogen Impacts of Seaweed and Mussel Aquaculture Estimated Using Life Cycle Impact Assessment,13216,"Aquaculture, Shellfish & Fish Health",A Data Product Describing Carbon and Nitrogen Impacts of Seaweed and Mussel Aquaculture Estimated Using Life Cycle Impact Assessment,,,,
Seaweed Biodiesel Centralised Impacts,cefas_13215_json,https://data-api.cefas.co.uk/api/recordsets/13215/data?page=1&resultsPerPage=20000,https://data.cefas.co.uk/view/22148,json,F,T,F,F,CEFAS,Executive Agency,CEFAS,UK Government,Marine,No,No,Yes,A Data Product Describing Carbon and Nitrogen Impacts of Seaweed and Mussel Aquaculture Estimated Using Life Cycle Impact Assessment,13215,"Aquaculture, Shellfish & Fish Health",A Data Product Describing Carbon and Nitrogen Impacts of Seaweed and Mussel Aquaculture Estimated Using Life Cycle Impact Assessment,,,,
Seaweed Biodiesel Centralised Inventoryof Emissions,cefas_13214_json,https://data-api.cefas.co.uk/api/recordsets/13214/data?page=1&resultsPerPage=20000,https://data.cefas.co.uk/view/22148,json,F,T,F,F,CEFAS,Executive Agency,CEFAS,UK Government,Marine,No,No,Yes,A Data Product Describing Carbon and Nitrogen Impacts of Seaweed and Mussel Aquaculture Estimated Using Life Cycle Impact Assessment,13214,"Aquaculture, Shellfish & Fish Health",A Data Product Describing Carbon and Nitrogen Impacts of Seaweed and Mussel Aquaculture Estimated Using Life Cycle Impact Assessment,,,,
Sediment Composition Predictions Qgis Layer Formatting,cefas_11749_json,https://data-api.cefas.co.uk/api/recordsets/11749/data/1,https://data.cefas.co.uk/view/19765,zip,F,T,F,F,CEFAS,Executive Agency,CEFAS,UK Government,Marine,No,No,Yes,Quantitative Sediment Composition Predictions for the North-West European Continental Shelf,10159,Benthic & Planktonic Ecology,Quantitative Sediment Composition Predictions for the North-West European Continental Shelf,,,,
Sediment Organic Carbon 1996 2015 Column Header Descriptions V1.0,cefas_9484_json,https://data-api.cefas.co.uk/api/recordsets/9484/data?page=1&resultsPerPage=20000,https://data.cefas.co.uk/view/18354,json,F,T,F,F,CEFAS,Executive Agency,CEFAS,UK Government,Marine,No,No,Yes,Sediment Particulate Organic Carbon in Marine Sediments Around England and Wales 1996 - 2017,9484,Benthic & Planktonic Ecology,Sediment Particulate Organic Carbon in Marine Sediments Around England and Wales 1996 - 2017,,,,
Sediment Organic Carbon 1996 2015 V1.0,cefas_9483_json,https://data-api.cefas.co.uk/api/recordsets/9483/data?page=1&resultsPerPage=20000,https://data.cefas.co.uk/view/18354,json,F,T,F,F,CEFAS,Executive Agency,CEFAS,UK Government,Marine,No,No,Yes,Sediment Particulate Organic Carbon in Marine Sediments Around England and Wales 1996 - 2017,9483,Benthic & Planktonic Ecology,Sediment Particulate Organic Carbon in Marine Sediments Around England and Wales 1996 - 2017,,,,
Sediment Predictions,cefas_10178_json,https://data-api.cefas.co.uk/api/recordsets/10178/data/1,https://data.cefas.co.uk/view/19765,zip,F,T,F,F,CEFAS,Executive Agency,CEFAS,UK Government,Marine,No,No,Yes,Quantitative Sediment Composition Predictions for the North-West European Continental Shelf,11749,Benthic & Planktonic Ecology,Quantitative Sediment Composition Predictions for the North-West European Continental Shelf,,,,
Sensitive Fish Occurrence FC1,cefas_11847_json,https://data-api.cefas.co.uk/api/recordsets/11847/data?page=1&resultsPerPage=200000,https://data.cefas.co.uk/view/21425,json,F,T,F,F,CEFAS,Executive Agency,CEFAS,UK Government,Marine,No,No,Yes,Occurrences of Sensitive Fish Species in Scientific Trawl Surveys of the Northeast Atlantic - 1983-2020,11847,Fisheries Science,Occurrences of Sensitive Fish Species in Scientific Trawl Surveys of the Northeast Atlantic - 1983-2020,,,,
Sensitivity Tests,cefas_12697_json,https://data-api.cefas.co.uk/api/recordsets/12697/data/1,https://data.cefas.co.uk/view/21672,zip,F,T,F,F,CEFAS,Executive Agency,CEFAS,UK Government,Marine,No,No,Yes,Results of Aquanet-Mod for Projecting the Economic Burden of the World Organisation for Animal Health (World Organisation for Animal Health) Listed Diseases Across English and Welsh Salmonid Industry,12697,"Aquaculture, Shellfish & Fish Health",Results of Aquanet-Mod for Projecting the Economic Burden of the World Organisation for Animal Health (World Organisation for Animal Health) Listed Diseases Across English and Welsh Salmonid Industry,,,,
